latent_fro,latent_projection,gradient_fro,gradient_projection,output_fro,loss,train_acc,step,k,seed
1.1828666283853482,0.31286079163133307,1.4785832854816852,-0.10148836017074357,69.63261950570893,8.115102197868651e-05,1.0,0,10,1
1.419139251402841,0.3755423280261653,0.29535021489174573,-0.019850718678494358,69.63430377086793,3.238001092672624e-06,1.0,1,10,1
1.466093475181395,0.38818733813624157,0.058767793226522654,-0.00352303624867646,69.63472534056454,1.28197977754837e-07,1.0,2,10,1
1.4751844067459152,0.39082436789144626,0.011794948527782236,-0.00025734764032875367,69.63480199478381,5.164098395435491e-09,1.0,3,10,1
1.4767030016361549,0.39145912661911825,0.0037332732122261868,0.000395940194559458,69.63480606195509,5.173470258769733e-10,1.0,4,10,1
1.476707420417413,0.3916927563279119,0.0032289118496133737,0.0005267458654176051,69.63479553180686,3.870034050695471e-10,1.0,5,10,1
1.4764092857993187,0.3918454855645668,0.0032539595945916093,0.0005530530939663401,69.63478213786432,3.930309221690715e-10,1.0,6,10,1
1.4760509202152834,0.39198136018526364,0.003264422071837941,0.0005584586243928246,69.63476823118917,3.9556241511145905e-10,1.0,7,10,1
1.4756807881145249,0.39211318950989094,0.00326682605065949,0.0005596818053844411,69.63475428197371,3.961452281094107e-10,1.0,8,10,1
1.4753085828867532,0.39224353555290026,0.003267401061440394,0.0005600665065371141,69.63474038423746,3.9628469548262197e-10,1.0,9,10,1
1.4749362438440314,0.3923729108694742,0.0032675990654981242,0.0005602815016355972,69.63472655680097,3.963327265346788e-10,1.0,10,10,1
1.4745641595174308,0.3925014181247607,0.003267721136300293,0.0005604605453108319,69.63471280345354,3.9636233944408556e-10,1.0,11,10,1
1.4741924082926277,0.39262907800771685,0.003267828415091355,0.0005606303883700153,69.63469912497993,3.963883649026909e-10,1.0,12,10,1
1.4738210065315434,0.3927558948138792,0.0032679332715267978,0.0005607963808638915,69.63468552156421,3.964138035319906e-10,1.0,13,10,1
1.4734499581954486,0.39288186956191373,0.003268038210464686,0.0005609595926990311,69.63467199327035,3.964392629939585e-10,1.0,14,10,1
1.4730792647693436,0.3930070026169282,0.0032681437435519343,0.0005611202377617104,69.63465854013816,3.964648674282708e-10,1.0,15,10,1
1.4727089272468026,0.39313129421512977,0.003268249979802301,0.0005612783587411361,69.63464516220257,3.9649064329909944e-10,1.0,16,10,1
1.4723389465269676,0.3932547445687597,0.0032683569468876512,0.0005614339640953126,69.63463185949742,3.9651659733736924e-10,1.0,17,10,1
1.4719693234939788,0.3933773538870749,0.0032684646560329858,0.0005615870554433993,69.63461863205622,3.965427322842172e-10,1.0,18,10,1
1.4716000590328946,0.39349912238054663,0.003268573115117994,0.0005617376330449304,69.63460547991232,3.965690500694944e-10,1.0,19,10,1
1.4712311540329142,0.3936200502616974,0.003268682331326679,0.0005618856968945859,69.63459240309899,3.9659555245461037e-10,1.0,20,10,1
1.4708626093880535,0.3937401377452678,0.0032687923116770127,0.0005620312469425835,69.6345794016493,3.966222411610506e-10,1.0,21,10,1
1.4704944259973178,0.39385938504824836,0.0032689030631329334,0.0005621742831373839,69.63456647559627,3.9664911789754664e-10,1.0,22,10,1
1.470126604764772,0.3939777923898856,0.0032690145926225597,0.0005623148054353382,69.63455362497278,3.966761843644863e-10,1.0,23,10,1
1.4697591465995885,0.394095359991681,0.003269126907044873,0.0005624528138012536,69.63454084981156,3.9670344225556127e-10,1.0,24,10,1
1.4693920524160913,0.3942120880773913,0.0032692400132682486,0.0005625883082103862,69.63452815014526,3.967308932573931e-10,1.0,25,10,1
1.4690253231338022,0.39432797687302523,0.00326935391813216,0.0005627212886471063,69.6345155260064,3.9675853904996626e-10,1.0,26,10,1
1.468658959677482,0.39444302660684455,0.0032694686284456755,0.0005628517551056365,69.63450297742739,3.9678638130625187e-10,1.0,27,10,1
1.4682929629771762,0.39455723750936034,0.003269584150988488,0.0005629797075895496,69.6344905044405,3.968144216924691e-10,1.0,28,10,1
1.4679273339682564,0.3946706098133331,0.003269700492509355,0.000563105146112806,69.63447810707794,3.968426618677022e-10,1.0,29,10,1
1.4675620735914645,0.39478314375377027,0.0032698176597270837,0.0005632280706978804,69.63446578537175,3.9687110348415467e-10,1.0,30,10,1
1.4671971827929553,0.39489483956792626,0.003269935659329178,0.0005633484813782231,69.63445353935384,3.968997481868054e-10,1.0,31,10,1
1.4668326625243404,0.395005697495299,0.0032700544979732786,0.0005634663781956907,69.63444136905608,3.9692859761378107e-10,1.0,32,10,1
1.4664685137427296,0.395115717777631,0.0032701741822843723,0.0005635817612024925,69.63442927451015,3.969576533956683e-10,1.0,33,10,1
1.4661047374107752,0.3952249006589049,0.0032702947188582945,0.0005636946304605343,69.6344172557477,3.9698691715636416e-10,1.0,34,10,1
1.4657413344967127,0.3953332463853453,0.003270416114256739,0.0005638049860409302,69.63440531280018,3.9701639051188323e-10,1.0,35,10,1
1.4653783059744048,0.39544075520541444,0.0032705383750119233,0.000563912828024816,69.634393445699,3.9704607507147784e-10,1.0,36,10,1
1.465015652823383,0.39554742736981235,0.003270661507622452,0.0005640181565028068,69.63438165447539,3.970759724366425e-10,1.0,37,10,1
1.46465337602889,0.3956532631314748,0.0032707855185558745,0.0005641209715750695,69.63436993916052,3.971060842017395e-10,1.0,38,10,1
1.4642914765819208,0.3957582627455726,0.003270910414246414,0.0005642212733516861,69.63435829978543,3.9713641195343884e-10,1.0,39,10,1
1.4639299554792664,0.3958624264695084,0.0032710362010970055,0.0005643190619521429,69.63434673638106,3.9716695727123537e-10,1.0,40,10,1
1.4635688137235532,0.3959657545629175,0.0032711628854756934,0.0005644143375056033,69.63433524897823,3.971977217265637e-10,1.0,41,10,1
1.4632080523232867,0.396068247287664,0.003271290473720124,0.0005645071001509318,69.63432383760767,3.972287068838913e-10,1.0,42,10,1
1.4628476722928916,0.39616990490784115,0.0032714189721320054,0.0005645973500366063,69.63431250229995,3.9725991429937736e-10,1.0,43,10,1
1.4624876746527529,0.39627072768976856,0.0032715483869821165,0.0005646850873206592,69.6343012430856,3.972913455220964e-10,1.0,44,10,1
1.462128060429259,0.3963707159019922,0.0032716787245052697,0.0005647703121708886,69.634290059995,3.973230020928156e-10,1.0,45,10,1
1.4617688306548395,0.39646986981528026,0.0032718099909045087,0.0005648530247646265,69.63427895305843,3.9735488554501087e-10,1.0,46,10,1
1.4614099863680092,0.396568189702625,0.003271942192347166,0.0005649332252887506,69.63426792230607,3.9738699740391984e-10,1.0,47,10,1
1.4610515286134058,0.3966656758392375,0.0032720753349674914,0.0005650109139398881,69.63425696776798,3.974193391871803e-10,1.0,48,10,1
1.4606934584418336,0.39676232850255033,0.0032722094248641164,0.0005650860909245951,69.63424608947413,3.974519124042158e-10,1.0,49,10,1
1.4603357769103007,0.3968581479722115,0.00327234446810269,0.0005651587564581555,69.63423528745439,3.9748471855687717e-10,1.0,50,10,1
1.4599784850820612,0.39695313453008646,0.0032724804707117182,0.0005652289107664712,69.6342245617385,3.9751775913844e-10,1.0,51,10,1
1.4596215840266544,0.3970472884602543,0.0032726174386868857,0.0005652965540845642,69.6342139123561,3.9755103563465184e-10,1.0,52,10,1
1.459265074819945,0.39714061004900786,0.0032727553779867157,0.000565361686656931,69.63420333933675,3.975845495226791e-10,1.0,53,10,1
1.4589089585441621,0.39723309958485015,0.0032728942945361044,0.0005654243087379613,69.63419284270987,3.9761830227197526e-10,1.0,54,10,1
1.4585532362879405,0.3973247573584952,0.003273034194221993,0.0005654844205917572,69.63418242250482,3.976522953432212e-10,1.0,55,10,1
1.4581979091463568,0.39741558366286345,0.003273175082898028,0.000565542022491641,69.63417207875082,3.97686530189476e-10,1.0,56,10,1
1.4578429782209725,0.39750557879308385,0.0032733169663794544,0.0005655971147208744,69.634161811477,3.9772100825492213e-10,1.0,57,10,1
1.4574884446198688,0.3975947430464889,0.0032734598504469926,0.0005656496975723397,69.6341516207124,3.9775573097581477e-10,1.0,58,10,1
1.45713430945769,0.39768307672261416,0.0032736037408437413,0.0005656997713477894,69.63414150648593,3.9779069977973627e-10,1.0,59,10,1
1.4567805738556783,0.3977705801231975,0.003273748643276405,0.0005657473363599508,69.63413146882644,3.978259160858988e-10,1.0,60,10,1
1.4564272389417137,0.397857253552176,0.0032738945634156187,0.000565792392929951,69.63412150776263,3.9786138130520943e-10,1.0,61,10,1
1.4560743058503525,0.39794309731568606,0.0032740415068934015,0.0005658349413889161,69.63411162332316,3.9789709683967246e-10,1.0,62,10,1
1.455721775722865,0.39802811172205965,0.00327418947930649,0.0005658749820777904,69.63410181553651,3.979330640831958e-10,1.0,63,10,1
1.4553696497072743,0.39811229708182466,0.0032743384862119794,0.0005659125153467158,69.63409208443113,3.979692844205242e-10,1.0,64,10,1
1.4550179289583924,0.39819565370770127,0.003274488533131495,0.0005659475415558305,69.63408243003536,3.980057592282716e-10,1.0,65,10,1
1.4546666146378588,0.3982781819146023,0.0032746396255470237,0.0005659800610743977,69.63407285237741,3.980424898738973e-10,1.0,66,10,1
1.4543157079141782,0.39835988201962924,0.0032747917689040337,0.0005660100742815235,69.63406335148541,3.9807947771646545e-10,1.0,67,10,1
1.453965209962756,0.39844075434207366,0.003274944968608454,0.0005660375815662958,69.6340539273874,3.9811672410593285e-10,1.0,68,10,1
1.4536151219659372,0.39852079920341166,0.003275099230029096,0.0005660625833262301,69.6340445801113,3.981542303837114e-10,1.0,69,10,1
1.453265445113042,0.39860001692730573,0.0032752545584946923,0.0005660850799701897,69.63403530968498,3.9819199788196906e-10,1.0,70,10,1
1.4529161806004027,0.3986784078396004,0.0032754109592973875,0.0005661050719142456,69.63402611613611,3.9823002792447817e-10,1.0,71,10,1
1.4525673296314003,0.3987559722683225,0.0032755684376875116,0.0005661225595867931,69.63401699949242,3.9826832182533607e-10,1.0,72,10,1
1.4522188934165,0.39883271054367775,0.0032757269988791197,0.0005661375434231653,69.6340079597814,3.983068808903344e-10,1.0,73,10,1
1.4518708731732872,0.3989086229980505,0.003275886648044697,0.0005661500238702732,69.63399899703052,3.983457064156469e-10,1.0,74,10,1
1.4515232701265044,0.39898370996600035,0.0032760473903190412,0.0005661600013835064,69.63399011126712,3.983847996887968e-10,1.0,75,10,1
1.451176085508086,0.39905797178426267,0.0032762092307954548,0.0005661674764282338,69.63398130251848,3.984241619877249e-10,1.0,76,10,1
1.4508293205571925,0.3991314087917438,0.003276372174529106,0.0005661724494790634,69.63397257081176,3.9846379458161084e-10,1.0,77,10,1
1.4504829765202474,0.3992040213295228,0.0032765362265339665,0.0005661749210204126,69.63396391617404,3.985036987301194e-10,1.0,78,10,1
1.4501370546509715,0.39927580974084653,0.0032767013917844594,0.0005661748915463148,69.63395533863229,3.9854387568382333e-10,1.0,79,10,1
1.4497915562104169,0.39934677437113014,0.0032768676752136785,0.0005661723615600683,69.63394683821339,3.985843266837531e-10,1.0,80,10,1
1.4494464824670035,0.3994169155679531,0.0032770350817154996,0.0005661673315747975,69.63393841494415,3.986250529619196e-10,1.0,81,10,1
1.44910183469655,0.3994862336810605,0.0032772036161417533,0.0005661598021130757,69.63393006885126,3.9866605574062897e-10,1.0,82,10,1
1.4487576141823115,0.39955472906235756,0.0032773732833043354,0.0005661497737067771,69.6339217999613,3.9870733623300016e-10,1.0,83,10,1
1.4484138222150105,0.39962240206591104,0.003277544087972994,0.0005661372468977576,69.63391360830083,3.9874889564241626e-10,1.0,84,10,1
1.4480704600928722,0.3996892530479451,0.0032777160348778037,0.0005661222222371392,69.63390549389625,3.9879073516314343e-10,1.0,85,10,1
1.447727529121657,0.3997552823668412,0.0032778891287051815,0.0005661047002856,69.63389745677388,3.9883285597934783e-10,1.0,86,10,1
1.4473850306146947,0.39982049038313483,0.0032780633741024924,0.0005660846816133373,69.63388949695995,3.9887525926623114e-10,1.0,87,10,1
1.447042965892916,0.39988487745951523,0.003278238775672628,0.0005660621668000891,69.63388161448064,3.989179461886997e-10,1.0,88,10,1
1.4467013362848866,0.3999484439608216,0.0032784153379792143,0.0005660371564355094,69.63387380936202,3.98960917902649e-10,1.0,89,10,1
1.4463601431268382,0.4000111902540433,0.003278593065540694,0.000566009651117487,69.63386608163,3.99004175553509e-10,1.0,90,10,1
1.4460193877627028,0.40007311670831597,0.0032787719628364965,0.0005659796514548523,69.6338584313105,3.990477202777512e-10,1.0,91,10,1
1.4456790715441417,0.4001342236949221,0.0032789520343011257,0.0005659471580658529,69.6338508584293,3.9909155320146353e-10,1.0,92,10,1
1.4453391958305808,0.40019451158728625,0.003279133284327865,0.0005659121715772088,69.63384336301208,3.9913567544123173e-10,1.0,93,10,1
1.4449997619892394,0.4002539807609762,0.0032793157172664083,0.0005658746926261207,69.63383594508447,3.991800881035816e-10,1.0,94,10,1
1.4446607713951627,0.40031263159369784,0.0032794993374240296,0.0005658347218587219,69.63382860467198,3.9922479228525e-10,1.0,95,10,1
1.4443222254312522,0.4003704644652971,0.0032796841490641167,0.000565792259930887,69.63382134180004,3.9926978907284376e-10,1.0,96,10,1
1.4439841254882977,0.400427479757754,0.0032798701564082677,0.000565747307508098,69.63381415649403,3.993150795433419e-10,1.0,97,10,1
1.4436464729650065,0.4004836778551839,0.0032800573636324877,0.0005656998652650942,69.63380704877913,3.993606647631672e-10,1.0,98,10,1
1.4433092692680338,0.40053905914383336,0.00328024577487171,0.0005656499338860513,69.63380001868057,3.994065457892984e-10,1.0,99,10,1
1.4429725158120148,0.40059362401208076,0.0032804353942145156,0.0005655975140648684,69.6337930662234,3.994527236679792e-10,1.0,100,10,1
1.442636214019591,0.40064737285043134,0.003280626225708106,0.0005655426065049873,69.63378619143265,3.9949919943592504e-10,1.0,101,10,1
1.442300365321443,0.40070030605151763,0.0032808182733532203,0.0005654852119190147,69.63377939433317,3.995459741190941e-10,1.0,102,10,1
1.441964971156318,0.40075242401009636,0.0032810115411087033,0.000565425331029077,69.63377267494981,3.9959304873379814e-10,1.0,103,10,1
1.4416300329710598,0.40080372712304696,0.0032812060328870495,0.0005653629645671772,69.63376603330732,3.996404242856115e-10,1.0,104,10,1
1.4412955522206365,0.4008542157893692,0.0032814017525577134,0.0005652981132743022,69.63375946943032,3.996881017701856e-10,1.0,105,10,1
1.44096153036817,0.400903890410182,0.003281598703944052,0.0005652307779012137,69.63375298334337,3.997360821725048e-10,1.0,106,10,1
1.440627968884964,0.40095275138872016,0.0032817968908263866,0.0005651609592077177,69.63374657507096,3.9978436646762416e-10,1.0,107,10,1
1.4402948692505322,0.4010007991303343,0.0032819963169378697,0.0005650886579636972,69.63374024463747,3.99832955619663e-10,1.0,108,10,1
1.439962232952625,0.40104803404248657,0.003282196985969318,0.0005650138749480549,69.63373399206722,3.9988185058300283e-10,1.0,109,10,1
